Exchange,Token,LotSize,Symbol,TradingSymbol,Expiry,Instrument,OptionType,StrikePrice,TickSize,
BFO,1151080,700,ICICOPT,ICICIBANK26JAN1370CE,29-JAN-2026,OPTSTK,CE,1370,0.05,
BFO,1139352,700,ICICOPT,ICICIBANK26JAN1360CE,29-JAN-2026,OPTSTK,CE,1360,0.05,
BFO,1143497,700,ICICOPT,ICICIBANK26JAN1350CE,29-JAN-2026,OPTSTK,CE,1350,0.05,
BFO,1146836,700,ICICOPT,ICICIBANK26JAN1340CE,29-JAN-2026,OPTSTK,CE,1340,0.05,
BFO,1150061,700,ICICOPT,ICICIBANK26JAN1330CE,29-JAN-2026,OPTSTK,CE,1330,0.05,
BFO,1138466,700,ICICOPT,ICICIBANK26JAN1320CE,29-JAN-2026,OPTSTK,CE,1320,0.05,
BFO,1142784,700,ICICOPT,ICICIBANK26JAN1310CE,29-JAN-2026,OPTSTK,CE,1310,0.05,
BFO,1145939,700,ICICOPT,ICICIBANK26JAN1300CE,29-JAN-2026,OPTSTK,CE,1300,0.05,
BFO,1147695,700,ICICOPT,ICICIBANK26JAN1290CE,29-JAN-2026,OPTSTK,CE,1290,0.05,
BFO,1153691,700,ICICOPT,ICICIBANK26JAN1280CE,29-JAN-2026,OPTSTK,CE,1280,0.05,
BFO,1155100,700,ICICOPT,ICICIBANK26JAN1270CE,29-JAN-2026,OPTSTK,CE,1270,0.05,
BFO,1155831,700,ICICOPT,ICICIBANK26JAN1260CE,29-JAN-2026,OPTSTK,CE,1260,0.05,
BFO,1155985,700,ICICOPT,ICICIBANK26JAN1250CE,29-JAN-2026,OPTSTK,CE,1250,0.05,
BFO,1144926,700,ICICFUT,ICICIBANK26JANFUT,29-JAN-2026,FUTSTK,XX,0,0.05,
BFO,1103455,700,ICICFUT,ICICIBANK25DECFUT,24-DEC-2025,FUTSTK,XX,0,0.05,
BFO,1166124,700,ICICFUT,ICICIBANK26FEBFUT,26-FEB-2026,FUTSTK,XX,0,0.05,
BFO,1168933,700,ICICOPT,ICICIBANK26FEB1460PE,26-FEB-2026,OPTSTK,PE,1460,0.05,
BFO,1163230,700,ICICOPT,ICICIBANK26FEB1450PE,26-FEB-2026,OPTSTK,PE,1450,0.05,
BFO,1165010,700,ICICOPT,ICICIBANK26FEB1440PE,26-FEB-2026,OPTSTK,PE,1440,0.05,
BFO,1166743,700,ICICOPT,ICICIBANK26FEB1430PE,26-FEB-2026,OPTSTK,PE,1430,0.05,
BFO,1168445,700,ICICOPT,ICICIBANK26FEB1420PE,26-FEB-2026,OPTSTK,PE,1420,0.05,
BFO,1162717,700,ICICOPT,ICICIBANK26FEB1410PE,26-FEB-2026,OPTSTK,PE,1410,0.05,
BFO,1164511,700,ICICOPT,ICICIBANK26FEB1400PE,26-FEB-2026,OPTSTK,PE,1400,0.05,
BFO,1168833,700,ICICOPT,ICICIBANK26FEB1390PE,26-FEB-2026,OPTSTK,PE,1390,0.05,
BFO,1163130,700,ICICOPT,ICICIBANK26FEB1380PE,26-FEB-2026,OPTSTK,PE,1380,0.05,
BFO,1164905,700,ICICOPT,ICICIBANK26FEB1370PE,26-FEB-2026,OPTSTK,PE,1370,0.05,
BFO,1166661,700,ICICOPT,ICICIBANK26FEB1360PE,26-FEB-2026,OPTSTK,PE,1360,0.05,
BFO,1168358,700,ICICOPT,ICICIBANK26FEB1350PE,26-FEB-2026,OPTSTK,PE,1350,0.05,
BFO,1162642,700,ICICOPT,ICICIBANK26FEB1340PE,26-FEB-2026,OPTSTK,PE,1340,0.05,
BFO,1164432,700,ICICOPT,ICICIBANK26FEB1330PE,26-FEB-2026,OPTSTK,PE,1330,0.05,
BFO,1166188,700,ICICOPT,ICICIBANK26FEB1320PE,26-FEB-2026,OPTSTK,PE,1320,0.05,
BFO,1170560,700,ICICOPT,ICICIBANK26FEB1310PE,26-FEB-2026,OPTSTK,PE,1310,0.05,
BFO,1170728,700,ICICOPT,ICICIBANK26FEB1300PE,26-FEB-2026,OPTSTK,PE,1300,0.05,
BFO,1167313,700,ICICOPT,ICICIBANK26FEB1460CE,26-FEB-2026,OPTSTK,CE,1460,0.05,
BFO,1168969,700,ICICOPT,ICICIBANK26FEB1450CE,26-FEB-2026,OPTSTK,CE,1450,0.05,
BFO,1163267,700,ICICOPT,ICICIBANK26FEB1440CE,26-FEB-2026,OPTSTK,CE,1440,0.05,
BFO,1165048,700,ICICOPT,ICICIBANK26FEB1430CE,26-FEB-2026,OPTSTK,CE,1430,0.05,
BFO,1166785,700,ICICOPT,ICICIBANK26FEB1420CE,26-FEB-2026,OPTSTK,CE,1420,0.05,
BFO,1168475,700,ICICOPT,ICICIBANK26FEB1410CE,26-FEB-2026,OPTSTK,CE,1410,0.05,
BFO,1162752,700,ICICOPT,ICICIBANK26FEB1400CE,26-FEB-2026,OPTSTK,CE,1400,0.05,
BFO,1167217,700,ICICOPT,ICICIBANK26FEB1390CE,26-FEB-2026,OPTSTK,CE,1390,0.05,
BFO,1168879,700,ICICOPT,ICICIBANK26FEB1380CE,26-FEB-2026,OPTSTK,CE,1380,0.05,
BFO,1163175,700,ICICOPT,ICICIBANK26FEB1370CE,26-FEB-2026,OPTSTK,CE,1370,0.05,
BFO,1164947,700,ICICOPT,ICICIBANK26FEB1360CE,26-FEB-2026,OPTSTK,CE,1360,0.05,
BFO,1166699,700,ICICOPT,ICICIBANK26FEB1350CE,26-FEB-2026,OPTSTK,CE,1350,0.05,
BFO,1168396,700,ICICOPT,ICICIBANK26FEB1340CE,26-FEB-2026,OPTSTK,CE,1340,0.05,
BFO,1162677,700,ICICOPT,ICICIBANK26FEB1330CE,26-FEB-2026,OPTSTK,CE,1330,0.05,
BFO,1164474,700,ICICOPT,ICICIBANK26FEB1320CE,26-FEB-2026,OPTSTK,CE,1320,0.05,
BFO,1170768,700,ICICOPT,ICICIBANK26FEB1310CE,26-FEB-2026,OPTSTK,CE,1310,0.05,
BFO,1170581,700,ICICOPT,ICICIBANK26FEB1300CE,26-FEB-2026,OPTSTK,CE,1300,0.05,
BFO,1133405,700,ICICOPT,ICICIBANK25DEC1510PE,24-DEC-2025,OPTSTK,PE,1510,0.05,
BFO,1133461,700,ICICOPT,ICICIBANK25DEC1500PE,24-DEC-2025,OPTSTK,PE,1500,0.05,
BFO,1133091,700,ICICOPT,ICICIBANK25DEC1490PE,24-DEC-2025,OPTSTK,PE,1490,0.05,
BFO,1132490,700,ICICOPT,ICICIBANK25DEC1480PE,24-DEC-2025,OPTSTK,PE,1480,0.05,
BFO,1132197,700,ICICOPT,ICICIBANK25DEC1470PE,24-DEC-2025,OPTSTK,PE,1470,0.05,
BFO,1132269,700,ICICOPT,ICICIBANK25DEC1460PE,24-DEC-2025,OPTSTK,PE,1460,0.05,
BFO,1114368,700,ICICOPT,ICICIBANK25DEC1450PE,24-DEC-2025,OPTSTK,PE,1450,0.05,
BFO,1101842,700,ICICOPT,ICICIBANK25DEC1440PE,24-DEC-2025,OPTSTK,PE,1440,0.05,
BFO,1105102,700,ICICOPT,ICICIBANK25DEC1430PE,24-DEC-2025,OPTSTK,PE,1430,0.05,
BFO,1110811,700,ICICOPT,ICICIBANK25DEC1420PE,24-DEC-2025,OPTSTK,PE,1420,0.05,
BFO,1113504,700,ICICOPT,ICICIBANK25DEC1410PE,24-DEC-2025,OPTSTK,PE,1410,0.05,
BFO,1115987,700,ICICOPT,ICICIBANK25DEC1400PE,24-DEC-2025,OPTSTK,PE,1400,0.05,
BFO,1111366,700,ICICOPT,ICICIBANK25DEC1390PE,24-DEC-2025,OPTSTK,PE,1390,0.05,
BFO,1114252,700,ICICOPT,ICICIBANK25DEC1380PE,24-DEC-2025,OPTSTK,PE,1380,0.05,
BFO,1101696,700,ICICOPT,ICICIBANK25DEC1370PE,24-DEC-2025,OPTSTK,PE,1370,0.05,
BFO,1104992,700,ICICOPT,ICICIBANK25DEC1360PE,24-DEC-2025,OPTSTK,PE,1360,0.05,
BFO,1110173,700,ICICOPT,ICICIBANK25DEC1350PE,24-DEC-2025,OPTSTK,PE,1350,0.05,
BFO,1113358,700,ICICOPT,ICICIBANK25DEC1340PE,24-DEC-2025,OPTSTK,PE,1340,0.05,
BFO,1115865,700,ICICOPT,ICICIBANK25DEC1330PE,24-DEC-2025,OPTSTK,PE,1330,0.05,
BFO,1103976,700,ICICOPT,ICICIBANK25DEC1320PE,24-DEC-2025,OPTSTK,PE,1320,0.05,
BFO,1107179,700,ICICOPT,ICICIBANK25DEC1310PE,24-DEC-2025,OPTSTK,PE,1310,0.05,
BFO,1118064,700,ICICOPT,ICICIBANK25DEC1300PE,24-DEC-2025,OPTSTK,PE,1300,0.05,
BFO,1117458,700,ICICOPT,ICICIBANK25DEC1290PE,24-DEC-2025,OPTSTK,PE,1290,0.05,
BFO,1118465,700,ICICOPT,ICICIBANK25DEC1280PE,24-DEC-2025,OPTSTK,PE,1280,0.05,
BFO,1155148,700,ICICOPT,ICICIBANK25DEC1270PE,24-DEC-2025,OPTSTK,PE,1270,0.05,
BFO,1155879,700,ICICOPT,ICICIBANK25DEC1260PE,24-DEC-2025,OPTSTK,PE,1260,0.05,
BFO,1156044,700,ICICOPT,ICICIBANK25DEC1250PE,24-DEC-2025,OPTSTK,PE,1250,0.05,
BFO,1133320,700,ICICOPT,ICICIBANK25DEC1510CE,24-DEC-2025,OPTSTK,CE,1510,0.05,
BFO,1133408,700,ICICOPT,ICICIBANK25DEC1500CE,24-DEC-2025,OPTSTK,CE,1500,0.05,
BFO,1132905,700,ICICOPT,ICICIBANK25DEC1490CE,24-DEC-2025,OPTSTK,CE,1490,0.05,
BFO,1133099,700,ICICOPT,ICICIBANK25DEC1480CE,24-DEC-2025,OPTSTK,CE,1480,0.05,
BFO,1132131,700,ICICOPT,ICICIBANK25DEC1470CE,24-DEC-2025,OPTSTK,CE,1470,0.05,
BFO,1132199,700,ICICOPT,ICICIBANK25DEC1460CE,24-DEC-2025,OPTSTK,CE,1460,0.05,
BFO,1111537,700,ICICOPT,ICICIBANK25DEC1450CE,24-DEC-2025,OPTSTK,CE,1450,0.05,
BFO,1114399,700,ICICOPT,ICICIBANK25DEC1440CE,24-DEC-2025,OPTSTK,CE,1440,0.05,
BFO,1101890,700,ICICOPT,ICICIBANK25DEC1430CE,24-DEC-2025,OPTSTK,CE,1430,0.05,
BFO,1105159,700,ICICOPT,ICICIBANK25DEC1420CE,24-DEC-2025,OPTSTK,CE,1420,0.05,
BFO,1110867,700,ICICOPT,ICICIBANK25DEC1410CE,24-DEC-2025,OPTSTK,CE,1410,0.05,
BFO,1113572,700,ICICOPT,ICICIBANK25DEC1400CE,24-DEC-2025,OPTSTK,CE,1400,0.05,
BFO,1105754,700,ICICOPT,ICICIBANK25DEC1390CE,24-DEC-2025,OPTSTK,CE,1390,0.05,
BFO,1111444,700,ICICOPT,ICICIBANK25DEC1380CE,24-DEC-2025,OPTSTK,CE,1380,0.05,
BFO,1114313,700,ICICOPT,ICICIBANK25DEC1370CE,24-DEC-2025,OPTSTK,CE,1370,0.05,
BFO,1101754,700,ICICOPT,ICICIBANK25DEC1360CE,24-DEC-2025,OPTSTK,CE,1360,0.05,
BFO,1105043,700,ICICOPT,ICICIBANK25DEC1350CE,24-DEC-2025,OPTSTK,CE,1350,0.05,
BFO,1110740,700,ICICOPT,ICICIBANK25DEC1340CE,24-DEC-2025,OPTSTK,CE,1340,0.05,
BFO,1113421,700,ICICOPT,ICICIBANK25DEC1330CE,24-DEC-2025,OPTSTK,CE,1330,0.05,
BFO,1115914,700,ICICOPT,ICICIBANK25DEC1320CE,24-DEC-2025,OPTSTK,CE,1320,0.05,
BFO,1104123,700,ICICOPT,ICICIBANK25DEC1310CE,24-DEC-2025,OPTSTK,CE,1310,0.05,
BFO,1117615,700,ICICOPT,ICICIBANK25DEC1300CE,24-DEC-2025,OPTSTK,CE,1300,0.05,
BFO,1118046,700,ICICOPT,ICICIBANK25DEC1290CE,24-DEC-2025,OPTSTK,CE,1290,0.05,
BFO,1118320,700,ICICOPT,ICICIBANK25DEC1280CE,24-DEC-2025,OPTSTK,CE,1280,0.05,
BFO,1155429,700,ICICOPT,ICICIBANK25DEC1270CE,24-DEC-2025,OPTSTK,CE,1270,0.05,
BFO,1155731,700,ICICOPT,ICICIBANK25DEC1260CE,24-DEC-2025,OPTSTK,CE,1260,0.05,
BFO,1155886,700,ICICOPT,ICICIBANK25DEC1250CE,24-DEC-2025,OPTSTK,CE,1250,0.05,
BFO,1173451,300,HULLOPT,HINDUNILVR26JAN980PE,29-JAN-2026,OPTSTK,PE,980,0.05,
BFO,1173379,300,HULLOPT,HINDUNILVR26JAN960PE,29-JAN-2026,OPTSTK,PE,960,0.05,
BFO,1173301,300,HULLOPT,HINDUNILVR26JAN940PE,29-JAN-2026,OPTSTK,PE,940,0.05,
BFO,1173234,300,HULLOPT,HINDUNILVR26JAN920PE,29-JAN-2026,OPTSTK,PE,920,0.05,
BFO,1173154,300,HULLOPT,HINDUNILVR26JAN900PE,29-JAN-2026,OPTSTK,PE,900,0.05,
BFO,1173606,300,HULLOPT,HINDUNILVR26JAN880PE,29-JAN-2026,OPTSTK,PE,880,0.05,
BFO,1173537,300,HULLOPT,HINDUNILVR26JAN860PE,29-JAN-2026,OPTSTK,PE,860,0.05,
BFO,1173470,300,HULLOPT,HINDUNILVR26JAN840PE,29-JAN-2026,OPTSTK,PE,840,0.05,
BFO,1173398,300,HULLOPT,HINDUNILVR26JAN820PE,29-JAN-2026,OPTSTK,PE,820,0.05,
BFO,1173326,300,HULLOPT,HINDUNILVR26JAN800PE,29-JAN-2026,OPTSTK,PE,800,0.05,
BFO,1173164,300,HULLOPT,HINDUNILVR26JAN780PE,29-JAN-2026,OPTSTK,PE,780,0.05,
BFO,1173091,300,HULLOPT,HINDUNILVR26JAN760PE,29-JAN-2026,OPTSTK,PE,760,0.05,
BFO,1173014,300,HULLOPT,HINDUNILVR26JAN740PE,29-JAN-2026,OPTSTK,PE,740,0.05,
BFO,1172945,300,HULLOPT,HINDUNILVR26JAN720PE,29-JAN-2026,OPTSTK,PE,720,0.05,
BFO,1172856,300,HULLOPT,HINDUNILVR26JAN700PE,29-JAN-2026,OPTSTK,PE,700,0.05,
BFO,1172700,300,HULLOPT,HINDUNILVR26JAN680PE,29-JAN-2026,OPTSTK,PE,680,0.05,
BFO,1172626,300,HULLOPT,HINDUNILVR26JAN660PE,29-JAN-2026,OPTSTK,PE,660,0.05,
BFO,1172549,300,HULLOPT,HINDUNILVR26JAN640PE,29-JAN-2026,OPTSTK,PE,640,0.05,
BFO,1173112,300,HULLOPT,HINDUNILVR26JAN620PE,29-JAN-2026,OPTSTK,PE,620,0.05,
BFO,1173043,300,HULLOPT,HINDUNILVR26JAN600PE,29-JAN-2026,OPTSTK,PE,600,0.05,
BFO,1172877,300,HULLOPT,HINDUNILVR26JAN580PE,29-JAN-2026,OPTSTK,PE,580,0.05,
BFO,1172798,300,HULLOPT,HINDUNILVR26JAN560PE,29-JAN-2026,OPTSTK,PE,560,0.05,
BFO,1172723,300,HULLOPT,HINDUNILVR26JAN540PE,29-JAN-2026,OPTSTK,PE,540,0.05,
BFO,1172652,300,HULLOPT,HINDUNILVR26JAN520PE,29-JAN-2026,OPTSTK,PE,520,0.05,
BFO,1172569,300,HULLOPT,HINDUNILVR26JAN500PE,29-JAN-2026,OPTSTK,PE,500,0.05,
BFO,1172413,300,HULLOPT,HINDUNILVR26JAN480PE,29-JAN-2026,OPTSTK,PE,480,0.05,
BFO,1172335,300,HULLOPT,HINDUNILVR26JAN460PE,29-JAN-2026,OPTSTK,PE,460,0.05,
BFO,1173193,300,HULLOPT,HINDUNILVR26JAN4460PE,29-JAN-2026,OPTSTK,PE,4460,0.05,
BFO,1173121,300,HULLOPT,HINDUNILVR26JAN4440PE,29-JAN-2026,OPTSTK,PE,4440,0.05,
BFO,1173052,300,HULLOPT,HINDUNILVR26JAN4420PE,29-JAN-2026,OPTSTK,PE,4420,0.05,
BFO,1172976,300,HULLOPT,HINDUNILVR26JAN4400PE,29-JAN-2026,OPTSTK,PE,4400,0.05,
BFO,1172807,300,HULLOPT,HINDUNILVR26JAN4380PE,29-JAN-2026,OPTSTK,PE,4380,0.05,
BFO,1172736,300,HULLOPT,HINDUNILVR26JAN4360PE,29-JAN-2026,OPTSTK,PE,4360,0.05,
BFO,1172661,300,HULLOPT,HINDUNILVR26JAN4340PE,29-JAN-2026,OPTSTK,PE,4340,0.05,
BFO,1172578,300,HULLOPT,HINDUNILVR26JAN4320PE,29-JAN-2026,OPTSTK,PE,4320,0.05,
BFO,1172507,300,HULLOPT,HINDUNILVR26JAN4300PE,29-JAN-2026,OPTSTK,PE,4300,0.05,
BFO,1172984,300,HULLOPT,HINDUNILVR26JAN4280PE,29-JAN-2026,OPTSTK,PE,4280,0.05,
BFO,1172905,300,HULLOPT,HINDUNILVR26JAN4260PE,29-JAN-2026,OPTSTK,PE,4260,0.05,
BFO,1172824,300,HULLOPT,HINDUNILVR26JAN4240PE,29-JAN-2026,OPTSTK,PE,4240,0.05,
BFO,1172754,300,HULLOPT,HINDUNILVR26JAN4220PE,29-JAN-2026,OPTSTK,PE,4220,0.05,
BFO,1172680,300,HULLOPT,HINDUNILVR26JAN4200PE,29-JAN-2026,OPTSTK,PE,4200,0.05,
BFO,1172521,300,HULLOPT,HINDUNILVR26JAN4180PE,29-JAN-2026,OPTSTK,PE,4180,0.05,
BFO,1172442,300,HULLOPT,HINDUNILVR26JAN4160PE,29-JAN-2026,OPTSTK,PE,4160,0.05,
BFO,1172369,300,HULLOPT,HINDUNILVR26JAN4140PE,29-JAN-2026,OPTSTK,PE,4140,0.05,
BFO,1172290,300,HULLOPT,HINDUNILVR26JAN4120PE,29-JAN-2026,OPTSTK,PE,4120,0.05,
BFO,1173621,300,HULLOPT,HINDUNILVR26JAN4100PE,29-JAN-2026,OPTSTK,PE,4100,0.05,
BFO,1172690,300,HULLOPT,HINDUNILVR26JAN4080PE,29-JAN-2026,OPTSTK,PE,4080,0.05,
BFO,1172614,300,HULLOPT,HINDUNILVR26JAN4060PE,29-JAN-2026,OPTSTK,PE,4060,0.05,
BFO,1172538,300,HULLOPT,HINDUNILVR26JAN4040PE,29-JAN-2026,OPTSTK,PE,4040,0.05,
BFO,1172456,300,HULLOPT,HINDUNILVR26JAN4020PE,29-JAN-2026,OPTSTK,PE,4020,0.05,
BFO,1172389,300,HULLOPT,HINDUNILVR26JAN4000PE,29-JAN-2026,OPTSTK,PE,4000,0.05,
BFO,1172508,300,HULLOPT,HINDUNILVR26JAN3980PE,29-JAN-2026,OPTSTK,PE,3980,0.05,
BFO,1172431,300,HULLOPT,HINDUNILVR26JAN3960PE,29-JAN-2026,OPTSTK,PE,3960,0.05,
BFO,1172357,300,HULLOPT,HINDUNILVR26JAN3940PE,29-JAN-2026,OPTSTK,PE,3940,0.05,
BFO,1172277,300,HULLOPT,HINDUNILVR26JAN3920PE,29-JAN-2026,OPTSTK,PE,3920,0.05,
BFO,1173607,300,HULLOPT,HINDUNILVR26JAN3900PE,29-JAN-2026,OPTSTK,PE,3900,0.05,
BFO,1173461,300,HULLOPT,HINDUNILVR26JAN3880PE,29-JAN-2026,OPTSTK,PE,3880,0.05,
BFO,1173390,300,HULLOPT,HINDUNILVR26JAN3860PE,29-JAN-2026,OPTSTK,PE,3860,0.05,
BFO,1173319,300,HULLOPT,HINDUNILVR26JAN3840PE,29-JAN-2026,OPTSTK,PE,3840,0.05,
BFO,1173247,300,HULLOPT,HINDUNILVR26JAN3820PE,29-JAN-2026,OPTSTK,PE,3820,0.05,
BFO,1173166,300,HULLOPT,HINDUNILVR26JAN3800PE,29-JAN-2026,OPTSTK,PE,3800,0.05,
BFO,1173003,300,HULLOPT,HINDUNILVR26JAN3780PE,29-JAN-2026,OPTSTK,PE,3780,0.05,
BFO,1172932,300,HULLOPT,HINDUNILVR26JAN3760PE,29-JAN-2026,OPTSTK,PE,3760,0.05,
BFO,1173484,300,HULLOPT,HINDUNILVR26JAN3740PE,29-JAN-2026,OPTSTK,PE,3740,0.05,
BFO,1173416,300,HULLOPT,HINDUNILVR26JAN3720PE,29-JAN-2026,OPTSTK,PE,3720,0.05,
BFO,1173343,300,HULLOPT,HINDUNILVR26JAN3700PE,29-JAN-2026,OPTSTK,PE,3700,0.05,
BFO,1173175,300,HULLOPT,HINDUNILVR26JAN3680PE,29-JAN-2026,OPTSTK,PE,3680,0.05,
BFO,1173102,300,HULLOPT,HINDUNILVR26JAN3660PE,29-JAN-2026,OPTSTK,PE,3660,0.05,
BFO,1173037,300,HULLOPT,HINDUNILVR26JAN3640PE,29-JAN-2026,OPTSTK,PE,3640,0.05,
BFO,1172961,300,HULLOPT,HINDUNILVR26JAN3620PE,29-JAN-2026,OPTSTK,PE,3620,0.05,
BFO,1172878,300,HULLOPT,HINDUNILVR26JAN3600PE,29-JAN-2026,OPTSTK,PE,3600,0.05,
BFO,1172712,300,HULLOPT,HINDUNILVR26JAN3580PE,29-JAN-2026,OPTSTK,PE,3580,0.05,
BFO,1172640,300,HULLOPT,HINDUNILVR26JAN3560PE,29-JAN-2026,OPTSTK,PE,3560,0.05,
BFO,1172564,300,HULLOPT,HINDUNILVR26JAN3540PE,29-JAN-2026,OPTSTK,PE,3540,0.05,
BFO,1172484,300,HULLOPT,HINDUNILVR26JAN3520PE,29-JAN-2026,OPTSTK,PE,3520,0.05,
BFO,1172417,300,HULLOPT,HINDUNILVR26JAN3500PE,29-JAN-2026,OPTSTK,PE,3500,0.05,
BFO,1172893,300,HULLOPT,HINDUNILVR26JAN3480PE,29-JAN-2026,OPTSTK,PE,3480,0.05,
BFO,1172814,300,HULLOPT,HINDUNILVR26JAN3460PE,29-JAN-2026,OPTSTK,PE,3460,0.05,
BFO,1172743,300,HULLOPT,HINDUNILVR26JAN3440PE,29-JAN-2026,OPTSTK,PE,3440,0.05,
BFO,1172667,300,HULLOPT,HINDUNILVR26JAN3420PE,29-JAN-2026,OPTSTK,PE,3420,0.05,
BFO,1172589,300,HULLOPT,HINDUNILVR26JAN3400PE,29-JAN-2026,OPTSTK,PE,3400,0.05,
BFO,1172426,300,HULLOPT,HINDUNILVR26JAN3380PE,29-JAN-2026,OPTSTK,PE,3380,0.05,
BFO,1172351,300,HULLOPT,HINDUNILVR26JAN3360PE,29-JAN-2026,OPTSTK,PE,3360,0.05,
BFO,1172274,300,HULLOPT,HINDUNILVR26JAN3340PE,29-JAN-2026,OPTSTK,PE,3340,0.05,
BFO,1173605,300,HULLOPT,HINDUNILVR26JAN3320PE,29-JAN-2026,OPTSTK,PE,3320,0.05,
BFO,1173536,300,HULLOPT,HINDUNILVR26JAN3300PE,29-JAN-2026,OPTSTK,PE,3300,0.05,
BFO,1172600,300,HULLOPT,HINDUNILVR26JAN3280PE,29-JAN-2026,OPTSTK,PE,3280,0.05,
BFO,1172528,300,HULLOPT,HINDUNILVR26JAN3260PE,29-JAN-2026,OPTSTK,PE,3260,0.05,
BFO,1172447,300,HULLOPT,HINDUNILVR26JAN3240PE,29-JAN-2026,OPTSTK,PE,3240,0.05,
BFO,1172376,300,HULLOPT,HINDUNILVR26JAN3220PE,29-JAN-2026,OPTSTK,PE,3220,0.05,
BFO,1172293,300,HULLOPT,HINDUNILVR26JAN3200PE,29-JAN-2026,OPTSTK,PE,3200,0.05,
BFO,1173543,300,HULLOPT,HINDUNILVR26JAN3180PE,29-JAN-2026,OPTSTK,PE,3180,0.05,
BFO,1173480,300,HULLOPT,HINDUNILVR26JAN3160PE,29-JAN-2026,OPTSTK,PE,3160,0.05,
BFO,1173411,300,HULLOPT,HINDUNILVR26JAN3140PE,29-JAN-2026,OPTSTK,PE,3140,0.05,
BFO,1173338,300,HULLOPT,HINDUNILVR26JAN3120PE,29-JAN-2026,OPTSTK,PE,3120,0.05,
BFO,1173266,300,HULLOPT,HINDUNILVR26JAN3100PE,29-JAN-2026,OPTSTK,PE,3100,0.05,
BFO,1173100,300,HULLOPT,HINDUNILVR26JAN3080PE,29-JAN-2026,OPTSTK,PE,3080,0.05,
BFO,1173030,300,HULLOPT,HINDUNILVR26JAN3060PE,29-JAN-2026,OPTSTK,PE,3060,0.05,
BFO,1172955,300,HULLOPT,HINDUNILVR26JAN3040PE,29-JAN-2026,OPTSTK,PE,3040,0.05,
BFO,1172872,300,HULLOPT,HINDUNILVR26JAN3020PE,29-JAN-2026,OPTSTK,PE,3020,0.05,
BFO,1172792,300,HULLOPT,HINDUNILVR26JAN3000PE,29-JAN-2026,OPTSTK,PE,3000,0.05,
BFO,1172916,300,HULLOPT,HINDUNILVR26JAN2980PE,29-JAN-2026,OPTSTK,PE,2980,0.05,
BFO,1172836,300,HULLOPT,HINDUNILVR26JAN2960PE,29-JAN-2026,OPTSTK,PE,2960,0.05,
BFO,1173397,300,HULLOPT,HINDUNILVR26JAN2940PE,29-JAN-2026,OPTSTK,PE,2940,0.05,
BFO,1173325,300,HULLOPT,HINDUNILVR26JAN2920PE,29-JAN-2026,OPTSTK,PE,2920,0.05,
BFO,1173252,300,HULLOPT,HINDUNILVR26JAN2900PE,29-JAN-2026,OPTSTK,PE,2900,0.05,
BFO,1173089,300,HULLOPT,HINDUNILVR26JAN2880PE,29-JAN-2026,OPTSTK,PE,2880,0.05,
BFO,1173013,300,HULLOPT,HINDUNILVR26JAN2860PE,29-JAN-2026,OPTSTK,PE,2860,0.05,
BFO,1172944,300,HULLOPT,HINDUNILVR26JAN2840PE,29-JAN-2026,OPTSTK,PE,2840,0.05,
BFO,1172854,300,HULLOPT,HINDUNILVR26JAN2820PE,29-JAN-2026,OPTSTK,PE,2820,0.05,
BFO,1172779,300,HULLOPT,HINDUNILVR26JAN2800PE,29-JAN-2026,OPTSTK,PE,2800,0.05,
BFO,1172623,300,HULLOPT,HINDUNILVR26JAN2780PE,29-JAN-2026,OPTSTK,PE,2780,0.05,
BFO,1172546,300,HULLOPT,HINDUNILVR26JAN2760PE,29-JAN-2026,OPTSTK,PE,2760,0.05,
BFO,1172467,300,HULLOPT,HINDUNILVR26JAN2740PE,29-JAN-2026,OPTSTK,PE,2740,0.05,
BFO,1172400,300,HULLOPT,HINDUNILVR26JAN2720PE,29-JAN-2026,OPTSTK,PE,2720,0.05,
BFO,1172318,300,HULLOPT,HINDUNILVR26JAN2700PE,29-JAN-2026,OPTSTK,PE,2700,0.05,
BFO,1172796,300,HULLOPT,HINDUNILVR26JAN2680PE,29-JAN-2026,OPTSTK,PE,2680,0.05,
BFO,1172721,300,HULLOPT,HINDUNILVR26JAN2660PE,29-JAN-2026,OPTSTK,PE,2660,0.05,
BFO,1172650,300,HULLOPT,HINDUNILVR26JAN2640PE,29-JAN-2026,OPTSTK,PE,2640,0.05,
BFO,1172568,300,HULLOPT,HINDUNILVR26JAN2620PE,29-JAN-2026,OPTSTK,PE,2620,0.05,
BFO,1172491,300,HULLOPT,HINDUNILVR26JAN2600PE,29-JAN-2026,OPTSTK,PE,2600,0.05,
BFO,1172332,300,HULLOPT,HINDUNILVR26JAN2580PE,29-JAN-2026,OPTSTK,PE,2580,0.05,
BFO,1172258,300,HULLOPT,HINDUNILVR26JAN2560PE,29-JAN-2026,OPTSTK,PE,2560,0.05,
BFO,1173588,300,HULLOPT,HINDUNILVR26JAN2540PE,29-JAN-2026,OPTSTK,PE,2540,0.05,
BFO,1173520,300,HULLOPT,HINDUNILVR26JAN2520PE,29-JAN-2026,OPTSTK,PE,2520,0.05,
BFO,1173455,300,HULLOPT,HINDUNILVR26JAN2500PE,29-JAN-2026,OPTSTK,PE,2500,0.05,
BFO,1172513,300,HULLOPT,HINDUNILVR26JAN2480PE,29-JAN-2026,OPTSTK,PE,2480,0.05,
