Loading data from data/history/banknifty_spot_m1.json...
Loaded 7513 candles.
Running Replay...
📊 Strategy Scan: Price=59306.25, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59323.25, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59332.70, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59349.75, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59354.45, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59352.35, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59339.30, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59326.85, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59318.10, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59314.45, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59326.15, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59336.15, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59354.25, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59342.25, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59329.35, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59319.65, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59300.90, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59305.35, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59281.45, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59250.80, Score=-0.5 (Mom=-0.5, Str=0.0)
📊 Strategy Scan: Price=59245.80, Score=-0.5 (Mom=-0.5, Str=0.0)
📊 Strategy Scan: Price=59228.85, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59206.15, Score=-0.5 (Mom=-0.5, Str=0.0)
📊 Strategy Scan: Price=59225.45, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59230.60, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59229.85, Score=0.0 (Mom=0.0, Str=0.0)
📊 Strategy Scan: Price=59196.10, Score=-0.5 (Mom=-0.5, Str=0.0)
